city,country,iso2,population,lat,lon,gni_ppp_year,gni_ppp,gni_usd_year,gni_usd,income_index
Bengaluru,India,IN,12327000,12.9791198,77.5912997,2024,11000.0,2024,2650.0,0.4086181277860327
Bengaluru,India,IN,12327000,12.9791198,77.5912997,2024,11000.0,2024,2650.0,0.4086181277860327
Bengaluru,India,IN,12327000,12.9791198,77.5912997,2024,11000.0,2024,2650.0,0.4086181277860327
Bengaluru,India,IN,12327000,12.9791198,77.5912997,2024,11000.0,2024,2650.0,0.4086181277860327
Bengaluru,India,IN,12327000,12.9791198,77.5912997,2024,11000.0,2024,2650.0,0.4086181277860327
Bengaluru,India,IN,12327000,12.9791198,77.5912997,2024,11000.0,2024,2650.0,0.4086181277860327
Wuhan,People's Republic of China,CN,12326518,30.587222222,114.288055555,2024,26920.0,2024,13660.0,1.0
Wuhan,People's Republic of China,CN,12326518,30.587222222,114.288055555,2024,26920.0,2024,13660.0,1.0
Wuhan,People's Republic of China,CN,12326518,30.587222222,114.288055555,2024,26920.0,2024,13660.0,1.0
Hangzhou,People's Republic of China,CN,11936010,30.25,120.1675,2024,26920.0,2024,13660.0,1.0
Hangzhou,People's Republic of China,CN,11936010,30.25,120.1675,2024,26920.0,2024,13660.0,1.0
Hangzhou,People's Republic of China,CN,11936010,30.25,120.1675,2024,26920.0,2024,13660.0,1.0
Greater Rio de Janeiro,Brazil,BR,11900000,-22.9028,-43.2078,2024,21650.0,2024,9950.0,0.8042347696879644
